161,"[6, 10, 10]",10,0.002234875020734337,1.1542731735914975,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_4', 'komegasst_q6']"
162,"[6, 9, 10]",8,0.0023960527683449,3.5228446021184334,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_4', 'komegasst_I1_10']"
163,"[6, 9, 10]",8,0.004081081078733665,0.6173034956800242,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_12', 'komegasst_q6', 'komegasst_I1_3']"
164,"[6, 8, 10]",8,0.004562298104776772,0.9264054621630275,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_5', 'komegasst_I1_12']"
165,"[6, 10, 10]",9,0.0027563381069351006,0.9572304192626919,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_q6', 'komegasst_I1_13']"
166,"[6, 9, 10]",8,0.0030421332531574896,4.612180403230857,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_10', 'komegasst_I1_4']"
167,"[6, 10, 10]",8,0.0033429929798359575,1.4118696172460594,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_12', 'komegasst_I1_13']"
168,"[6, 10, 10]",9,0.0030158928028238574,0.48054862591430153,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_3', 'komegasst_q6']"
169,"[6, 10, 10]",10,0.0037515306643767067,1.8972183919052672,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_3', 'komegasst_I1_9', 'komegasst_I1_4']"
170,"[6, 8, 10]",9,0.004186660935166909,0.9743938368572437,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_12', 'komegasst_I1_13', 'komegasst_q5']"
171,"[6, 9, 10]",9,0.00499085631586824,5.189450183837131,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_5', 'komegasst_I1_9', 'komegasst_I1_10']"
172,"[6, 9, 10]",9,0.0037495246147822604,5.657912069430772,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q6', 'komegasst_I1_4', 'komegasst_I1_3']"
173,"[6, 9, 10]",10,0.004101170397915794,5.935356757910192,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_4', 'komegasst_I1_13']"
174,"[6, 8, 10]",8,0.003148999412029468,2.2092788709198845,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_3', 'komegasst_I1_4', 'komegasst_I1_5']"
175,"[6, 10, 10]",9,0.0027646334366830515,0.5613470889027176,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_q6', 'komegasst_I1_3']"
