=====> WARNING: Training dataset length: 0, assuming memorization test!
========== Dataset info ==========
Dataset params: {'file': '/home/ryley/WDK/ML/dataset/turbulence_dataset_clean.csv', 'Cases': ['case_1p2'], 'val_set': ['case_1p2'], 'test_set': ['case_1p2'], 'data_loader': <class 'tbnn.dataloaders.aDataset'>}
Train/Valid/Test points: 14751 / 14751 / 14751
Memorization?: True
Cluster training?: False
EPOCH     LR        TRAIN         VALID             MSE:T/V                  RL:T/V             %NR_t/%NR_v
===============================================================================================================
  1   2.000E-04   2.3864E-06   2.3864E-06   2.3864E-06 / 2.3864E-06   1.1237E-06 / 1.1237E-06   0.17% / 0.17%
 10   2.000E-04   1.5092E-06   1.5092E-06   1.5092E-06 / 1.5092E-06   1.0245E-06 / 1.0245E-06   0.18% / 0.18%
 20   2.000E-04   1.4046E-06   1.4046E-06   1.4046E-06 / 1.4046E-06   1.0666E-06 / 1.0666E-06   0.20% / 0.20%
 30   2.000E-04   1.3777E-06   1.3777E-06   1.3777E-06 / 1.3777E-06   1.2036E-06 / 1.2036E-06   0.18% / 0.18%
 40   2.000E-04   1.3473E-06   1.3473E-06   1.3473E-06 / 1.3473E-06   1.4426E-06 / 1.4426E-06   0.22% / 0.22%
 50   2.000E-04   1.3059E-06   1.3059E-06   1.3059E-06 / 1.3059E-06   2.2003E-06 / 2.2003E-06   0.46% / 0.46%
 60   2.000E-04   1.2462E-06   1.2462E-06   1.2462E-06 / 1.2462E-06   2.6577E-05 / 2.6577E-05   3.76% / 3.76%
 70   2.000E-04   1.2010E-06   1.2010E-06   1.2010E-06 / 1.2010E-06   8.7210E-04 / 8.7210E-04   30.93% / 30.93%
 80   2.000E-04   1.1874E-06   1.1874E-06   1.1874E-06 / 1.1874E-06   4.8692E-03 / 4.8692E-03   43.77% / 43.77%
 90   2.000E-04   1.1787E-06   1.1787E-06   1.1787E-06 / 1.1787E-06   1.1178E-02 / 1.1178E-02   50.59% / 50.59%
100   2.000E-04   1.1764E-06   1.1764E-06   1.1764E-06 / 1.1764E-06   1.8936E-02 / 1.8936E-02   54.40% / 54.40%
110   2.000E-04   1.1735E-06   1.1735E-06   1.1735E-06 / 1.1735E-06   2.6481E-02 / 2.6481E-02   56.52% / 56.52%
120   2.000E-04   1.1733E-06   1.1733E-06   1.1733E-06 / 1.1733E-06   3.4126E-02 / 3.4126E-02   58.45% / 58.45%
130   2.000E-04   1.1730E-06   1.1730E-06   1.1730E-06 / 1.1730E-06   4.0885E-02 / 4.0885E-02   59.98% / 59.98%
140   2.000E-04   1.1705E-06   1.1705E-06   1.1705E-06 / 1.1705E-06   4.7577E-02 / 4.7577E-02   60.93% / 60.93%
150   2.000E-04   1.1685E-06   1.1685E-06   1.1685E-06 / 1.1685E-06   5.4153E-02 / 5.4153E-02   61.95% / 61.95%
160   2.000E-04   1.1737E-06   1.1737E-06   1.1737E-06 / 1.1737E-06   5.9768E-02 / 5.9768E-02   62.84% / 62.84%
170   2.000E-04   1.1627E-06   1.1627E-06   1.1627E-06 / 1.1627E-06   6.3549E-02 / 6.3549E-02   64.03% / 64.03%
180   2.000E-04   1.1483E-06   1.1483E-06   1.1483E-06 / 1.1483E-06   6.2687E-02 / 6.2687E-02   65.39% / 65.39%
190   2.000E-04   1.1246E-06   1.1246E-06   1.1246E-06 / 1.1246E-06   8.6963E-02 / 8.6963E-02   66.69% / 66.69%
200   2.000E-04   1.0363E-06   1.0363E-06   1.0363E-06 / 1.0363E-06   2.3065E-01 / 2.3065E-01   68.94% / 68.94%
210   2.000E-04   9.4245E-07   9.4245E-07   9.4245E-07 / 9.4245E-07   4.9331E-01 / 4.9331E-01   70.75% / 70.75%
220   2.000E-04   8.8439E-07   8.8439E-07   8.8439E-07 / 8.8439E-07   1.0525E+00 / 1.0525E+00   73.09% / 73.09%
230   2.000E-04   8.4140E-07   8.4140E-07   8.4140E-07 / 8.4140E-07   1.8854E+00 / 1.8854E+00   75.64% / 75.64%
240   2.000E-04   8.1665E-07   8.1665E-07   8.1665E-07 / 8.1665E-07   2.8223E+00 / 2.8223E+00   77.45% / 77.45%
250   2.000E-04   7.9539E-07   7.9539E-07   7.9539E-07 / 7.9539E-07   3.7942E+00 / 3.7942E+00   78.74% / 78.74%
260   2.000E-04   7.7815E-07   7.7815E-07   7.7815E-07 / 7.7815E-07   5.0360E+00 / 5.0360E+00   79.98% / 79.98%
270   2.000E-04   7.6698E-07   7.6698E-07   7.6698E-07 / 7.6698E-07   6.3548E+00 / 6.3548E+00   80.92% / 80.92%
280   2.000E-04   7.7273E-07   7.7273E-07   7.7273E-07 / 7.7273E-07   7.5497E+00 / 7.5497E+00   81.68% / 81.68%
290   2.000E-04   7.4544E-07   7.4544E-07   7.4544E-07 / 7.4544E-07   8.5806E+00 / 8.5806E+00   82.29% / 82.29%
300   2.000E-04   7.4651E-07   7.4651E-07   7.4651E-07 / 7.4651E-07   9.5698E+00 / 9.5698E+00   82.73% / 82.73%
310   2.000E-04   7.3400E-07   7.3400E-07   7.3400E-07 / 7.3400E-07   1.0647E+01 / 1.0647E+01   83.11% / 83.11%
320   2.000E-04   7.2782E-07   7.2782E-07   7.2782E-07 / 7.2782E-07   1.1829E+01 / 1.1829E+01   83.63% / 83.63%
330   2.000E-04   7.2445E-07   7.2445E-07   7.2445E-07 / 7.2445E-07   1.2693E+01 / 1.2693E+01   83.99% / 83.99%
340   2.000E-04   7.2133E-07   7.2133E-07   7.2133E-07 / 7.2133E-07   1.3285E+01 / 1.3285E+01   84.24% / 84.24%
