=====> WARNING: Training dataset length: 0, assuming memorization test!
========== Dataset info ==========
Dataset params: {'file': '/home/ryley/WDK/ML/dataset/turbulence_dataset_clean.csv', 'Cases': ['fp_2540'], 'val_set': ['fp_2540'], 'test_set': ['fp_2540'], 'data_loader': <class 'tbnn.dataloaders.aDataset'>}
Train/Valid/Test points: 155 / 155 / 155
Memorization?: True
Cluster training?: False
EPOCH     LR        TRAIN         VALID             MSE:T/V                  RL:T/V             %NR_t/%NR_v
===============================================================================================================
  1   5.000E-04   2.7767E+04   2.7767E+04   2.7767E+04 / 2.7767E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 10   5.000E-04   2.7627E+04   2.7627E+04   2.7627E+04 / 2.7627E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 20   5.000E-04   2.7461E+04   2.7461E+04   2.7461E+04 / 2.7461E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 30   5.000E-04   2.7269E+04   2.7269E+04   2.7269E+04 / 2.7269E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 40   5.000E-04   2.7024E+04   2.7024E+04   2.7024E+04 / 2.7024E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 50   5.000E-04   2.6671E+04   2.6671E+04   2.6671E+04 / 2.6671E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 60   5.000E-04   2.6082E+04   2.6082E+04   2.6082E+04 / 2.6082E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 70   5.000E-04   2.4916E+04   2.4916E+04   2.4916E+04 / 2.4916E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 80   5.000E-04   2.2229E+04   2.2229E+04   2.2229E+04 / 2.2229E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 90   5.000E-04   1.5695E+04   1.5695E+04   1.5695E+04 / 1.5695E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
100   5.000E-04   1.0064E+04   1.0064E+04   1.0064E+04 / 1.0064E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
110   5.000E-04   5.5088E+03   5.5088E+03   5.5088E+03 / 5.5088E+03   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
120   5.000E-04   3.2449E+03   3.2449E+03   3.2449E+03 / 3.2449E+03   1.9989E-05 / 1.9989E-05   8.39% / 8.39%
130   5.000E-04   2.3930E+03   2.3930E+03   2.3930E+03 / 2.3930E+03   3.7368E-04 / 3.7368E-04   16.13% / 16.13%
140   5.000E-04   1.8890E+03   1.8890E+03   1.8890E+03 / 1.8890E+03   1.1155E-03 / 1.1155E-03   20.00% / 20.00%
150   5.000E-04   1.6287E+03   1.6287E+03   1.6287E+03 / 1.6287E+03   2.0206E-03 / 2.0206E-03   22.58% / 22.58%
160   5.000E-04   1.4788E+03   1.4788E+03   1.4788E+03 / 1.4788E+03   2.8526E-03 / 2.8526E-03   23.23% / 23.23%
170   5.000E-04   1.3826E+03   1.3826E+03   1.3826E+03 / 1.3826E+03   3.5463E-03 / 3.5463E-03   23.87% / 23.87%
