=====> WARNING: Training dataset length: 0, assuming memorization test!
========== Dataset info ==========
Dataset params: {'file': '/home/ryley/WDK/ML/dataset/turbulence_dataset_clean.csv', 'Cases': ['fp_2540'], 'val_set': ['fp_2540'], 'test_set': ['fp_2540'], 'data_loader': <class 'tbnn.dataloaders.aDataset'>}
Train/Valid/Test points: 155 / 155 / 155
Memorization?: True
Cluster training?: False
EPOCH     LR        TRAIN         VALID             MSE:T/V                  RL:T/V             %NR_t/%NR_v
===============================================================================================================
  1   5.000E-03   9.9225E+01   9.9225E+01   9.9225E+01 / 9.9225E+01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 10   5.000E-03   8.1739E+01   8.1739E+01   8.1739E+01 / 8.1739E+01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 20   5.000E-03   1.2275E+01   1.2275E+01   1.2275E+01 / 1.2275E+01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 30   5.000E-03   5.3186E+00   5.3186E+00   5.3186E+00 / 5.3186E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 40   5.000E-03   3.5076E+00   3.5076E+00   3.5076E+00 / 3.5076E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 50   5.000E-03   2.6244E+00   2.6244E+00   2.6244E+00 / 2.6244E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 60   5.000E-03   2.2002E+00   2.2002E+00   2.2002E+00 / 2.2002E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 70   5.000E-03   1.9951E+00   1.9951E+00   1.9951E+00 / 1.9951E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 80   5.000E-03   1.8634E+00   1.8634E+00   1.8634E+00 / 1.8634E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 90   5.000E-03   1.7694E+00   1.7694E+00   1.7694E+00 / 1.7694E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
100   5.000E-03   1.6826E+00   1.6826E+00   1.6826E+00 / 1.6826E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
110   5.000E-03   1.5953E+00   1.5953E+00   1.5953E+00 / 1.5953E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
120   5.000E-03   1.5054E+00   1.5054E+00   1.5054E+00 / 1.5054E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
130   5.000E-03   1.4039E+00   1.4039E+00   1.4039E+00 / 1.4039E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
140   5.000E-03   1.2742E+00   1.2742E+00   1.2742E+00 / 1.2742E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
150   5.000E-03   1.0856E+00   1.0856E+00   1.0856E+00 / 1.0856E+00   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
160   5.000E-03   7.9716E-01   7.9716E-01   7.9716E-01 / 7.9716E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
170   5.000E-03   4.9647E-01   4.9647E-01   4.9647E-01 / 4.9647E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
180   5.000E-03   4.0074E-01   4.0074E-01   4.0074E-01 / 4.0074E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
190   5.000E-03   3.4999E-01   3.4999E-01   3.4999E-01 / 3.4999E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
200   5.000E-03   3.2762E-01   3.2762E-01   3.2762E-01 / 3.2762E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
210   5.000E-03   3.0682E-01   3.0682E-01   3.0682E-01 / 3.0682E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
220   5.000E-03   2.9014E-01   2.9014E-01   2.9014E-01 / 2.9014E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
230   5.000E-03   2.7292E-01   2.7292E-01   2.7292E-01 / 2.7292E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
240   5.000E-03   2.5512E-01   2.5512E-01   2.5512E-01 / 2.5512E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
250   5.000E-03   2.3689E-01   2.3689E-01   2.3689E-01 / 2.3689E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
260   5.000E-03   2.1858E-01   2.1858E-01   2.1858E-01 / 2.1858E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
270   5.000E-03   2.0070E-01   2.0070E-01   2.0070E-01 / 2.0070E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
280   5.000E-03   1.8365E-01   1.8365E-01   1.8365E-01 / 1.8365E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
290   5.000E-03   1.6772E-01   1.6772E-01   1.6772E-01 / 1.6772E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
300   5.000E-03   1.5290E-01   1.5290E-01   1.5290E-01 / 1.5290E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
310   5.000E-03   1.3854E-01   1.3854E-01   1.3854E-01 / 1.3854E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
320   5.000E-03   1.2345E-01   1.2345E-01   1.2345E-01 / 1.2345E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
330   5.000E-03   1.0861E-01   1.0861E-01   1.0861E-01 / 1.0861E-01   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
340   5.000E-03   9.6099E-02   9.6099E-02   9.6099E-02 / 9.6099E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
350   5.000E-03   9.1369E-02   9.1369E-02   9.1369E-02 / 9.1369E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
360   5.000E-03   7.6795E-02   7.6795E-02   7.6795E-02 / 7.6795E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
370   5.000E-03   6.3670E-02   6.3670E-02   6.3670E-02 / 6.3670E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
380   5.000E-03   5.8316E-02   5.8316E-02   5.8316E-02 / 5.8316E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
390   5.000E-03   5.2469E-02   5.2469E-02   5.2469E-02 / 5.2469E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
400   5.000E-03   4.2389E-02   4.2389E-02   4.2389E-02 / 4.2389E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
410   5.000E-03   4.6823E-02   4.6823E-02   4.6823E-02 / 4.6823E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
420   5.000E-03   3.2491E-02   3.2491E-02   3.2491E-02 / 3.2491E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
430   5.000E-03   2.9074E-02   2.9074E-02   2.9074E-02 / 2.9074E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
440   5.000E-03   2.4648E-02   2.4648E-02   2.4648E-02 / 2.4648E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
450   5.000E-03   2.0641E-02   2.0641E-02   2.0641E-02 / 2.0641E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
460   5.000E-03   1.9117E-02   1.9117E-02   1.9117E-02 / 1.9117E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
470   5.000E-03   2.8081E-02   2.8081E-02   2.8081E-02 / 2.8081E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
480   5.000E-03   2.4893E-02   2.4893E-02   2.4893E-02 / 2.4893E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
490   5.000E-03   1.6656E-02   1.6656E-02   1.6656E-02 / 1.6656E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
500   5.000E-03   1.6765E-02   1.6765E-02   1.6765E-02 / 1.6765E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
510   5.000E-03   1.5404E-02   1.5404E-02   1.5404E-02 / 1.5404E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
520   5.000E-03   1.4882E-02   1.4882E-02   1.4882E-02 / 1.4882E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
530   5.000E-03   1.4242E-02   1.4242E-02   1.4242E-02 / 1.4242E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
540   5.000E-03   1.7492E-02   1.7492E-02   1.7492E-02 / 1.7492E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
550   5.000E-03   2.0567E-02   2.0567E-02   2.0567E-02 / 2.0567E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
560   5.000E-03   1.7953E-02   1.7953E-02   1.7953E-02 / 1.7953E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
570   5.000E-03   1.6203E-02   1.6203E-02   1.6203E-02 / 1.6203E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
580   5.000E-03   1.3319E-02   1.3319E-02   1.3319E-02 / 1.3319E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
590   5.000E-03   1.2220E-02   1.2220E-02   1.2220E-02 / 1.2220E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
600   5.000E-03   1.1754E-02   1.1754E-02   1.1754E-02 / 1.1754E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
610   5.000E-03   1.1354E-02   1.1354E-02   1.1354E-02 / 1.1354E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
