=====> WARNING: Training dataset length: 0, assuming memorization test!
========== Dataset info ==========
Dataset params: {'file': '/home/ryley/WDK/ML/dataset/turbulence_dataset_clean.csv', 'Cases': ['fp_3630'], 'val_set': ['fp_3630'], 'test_set': ['fp_3630'], 'data_loader': <class 'tbnn.dataloaders.aDataset'>}
Train/Valid/Test points: 168 / 168 / 168
Memorization?: True
Cluster training?: False
EPOCH     LR        TRAIN         VALID             MSE:T/V                  RL:T/V             %NR_t/%NR_v
===============================================================================================================
  1   1.000E-03   2.8971E+04   2.8971E+04   2.8971E+04 / 2.8971E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 10   1.000E-03   2.7735E+04   2.7735E+04   2.7735E+04 / 2.7735E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 20   1.000E-03   8.2631E+03   8.2631E+03   8.2631E+03 / 8.2631E+03   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 30   1.000E-03   2.4859E+03   2.4859E+03   2.4859E+03 / 2.4859E+03   2.9258E-05 / 2.9258E-05   8.33% / 8.33%
 40   1.000E-03   1.7393E+03   1.7393E+03   1.7393E+03 / 1.7393E+03   1.9875E-04 / 1.9875E-04   12.50% / 12.50%
 50   1.000E-03   1.4255E+03   1.4255E+03   1.4255E+03 / 1.4255E+03   6.6554E-04 / 6.6554E-04   15.48% / 15.48%
 60   1.000E-03   1.2846E+03   1.2846E+03   1.2846E+03 / 1.2846E+03   1.2137E-03 / 1.2137E-03   17.86% / 17.86%
 70   1.000E-03   1.1874E+03   1.1874E+03   1.1874E+03 / 1.1874E+03   1.7239E-03 / 1.7239E-03   19.05% / 19.05%
 80   1.000E-03   1.1387E+03   1.1387E+03   1.1387E+03 / 1.1387E+03   2.3475E-03 / 2.3475E-03   20.24% / 20.24%
 90   1.000E-03   1.0899E+03   1.0899E+03   1.0899E+03 / 1.0899E+03   2.9611E-03 / 2.9611E-03   20.83% / 20.83%
100   1.000E-03   1.1349E+03   1.1349E+03   1.1349E+03 / 1.1349E+03   3.3642E-03 / 3.3642E-03   21.43% / 21.43%
110   1.000E-03   1.4459E+03   1.4459E+03   1.4459E+03 / 1.4459E+03   1.7005E-03 / 1.7005E-03   19.05% / 19.05%
120   1.000E-03   1.0397E+03   1.0397E+03   1.0397E+03 / 1.0397E+03   1.6723E-03 / 1.6723E-03   19.05% / 19.05%
130   1.000E-03   9.7285E+02   9.7285E+02   9.7285E+02 / 9.7285E+02   2.3984E-03 / 2.3984E-03   20.24% / 20.24%
140   1.000E-03   5.4318E+03   5.4318E+03   5.4318E+03 / 5.4318E+03   8.6461E-04 / 8.6461E-04   16.07% / 16.07%
150   1.000E-03   1.0944E+03   1.0944E+03   1.0944E+03 / 1.0944E+03   8.0047E-04 / 8.0047E-04   16.67% / 16.67%
160   1.000E-03   1.0163E+03   1.0163E+03   1.0163E+03 / 1.0163E+03   1.1484E-03 / 1.1484E-03   18.45% / 18.45%
170   1.000E-03   9.0382E+02   9.0382E+02   9.0382E+02 / 9.0382E+02   1.6377E-03 / 1.6377E-03   18.45% / 18.45%
180   1.000E-03   8.8207E+02   8.8207E+02   8.8207E+02 / 8.8207E+02   1.8463E-03 / 1.8463E-03   19.64% / 19.64%
190   1.000E-03   9.1013E+02   9.1013E+02   9.1013E+02 / 9.1013E+02   1.8715E-03 / 1.8715E-03   19.64% / 19.64%
200   1.000E-03   8.5901E+02   8.5901E+02   8.5901E+02 / 8.5901E+02   2.0290E-03 / 2.0290E-03   19.64% / 19.64%
210   1.000E-03   8.3998E+02   8.3998E+02   8.3998E+02 / 8.3998E+02   2.2104E-03 / 2.2104E-03   19.64% / 19.64%
220   1.000E-03   8.1882E+02   8.1882E+02   8.1882E+02 / 8.1882E+02   2.3034E-03 / 2.3034E-03   19.64% / 19.64%
230   1.000E-03   8.1746E+02   8.1746E+02   8.1746E+02 / 8.1746E+02   2.4049E-03 / 2.4049E-03   19.64% / 19.64%
240   1.000E-03   1.6378E+03   1.6378E+03   1.6378E+03 / 1.6378E+03   3.0817E-03 / 3.0817E-03   20.83% / 20.83%
250   1.000E-03   8.0561E+02   8.0561E+02   8.0561E+02 / 8.0561E+02   2.1388E-03 / 2.1388E-03   19.64% / 19.64%
260   1.000E-03   8.1821E+02   8.1821E+02   8.1821E+02 / 8.1821E+02   1.5117E-03 / 1.5117E-03   17.86% / 17.86%
270   1.000E-03   7.4639E+02   7.4639E+02   7.4639E+02 / 7.4639E+02   1.9661E-03 / 1.9661E-03   19.05% / 19.05%
280   1.000E-03   7.3653E+02   7.3653E+02   7.3653E+02 / 7.3653E+02   2.2510E-03 / 2.2510E-03   19.64% / 19.64%
290   1.000E-03   3.2974E+03   3.2974E+03   3.2974E+03 / 3.2974E+03   3.0852E-04 / 3.0852E-04   13.10% / 13.10%
300   1.000E-03   7.3447E+02   7.3447E+02   7.3447E+02 / 7.3447E+02   9.9564E-04 / 9.9564E-04   17.26% / 17.26%
310   1.000E-03   8.2573E+02   8.2573E+02   8.2573E+02 / 8.2573E+02   8.9294E-04 / 8.9294E-04   16.07% / 16.07%
320   1.000E-03   6.8538E+02   6.8538E+02   6.8538E+02 / 6.8538E+02   1.3205E-03 / 1.3205E-03   17.86% / 17.86%
330   1.000E-03   7.3471E+02   7.3471E+02   7.3471E+02 / 7.3471E+02   1.2647E-03 / 1.2647E-03   17.86% / 17.86%
340   1.000E-03   6.7332E+02   6.7332E+02   6.7332E+02 / 6.7332E+02   1.3804E-03 / 1.3804E-03   18.45% / 18.45%
350   1.000E-03   1.3650E+03   1.3650E+03   1.3650E+03 / 1.3650E+03   7.3124E-04 / 7.3124E-04   16.67% / 16.67%
360   1.000E-03   6.6469E+02   6.6469E+02   6.6469E+02 / 6.6469E+02   1.2660E-03 / 1.2660E-03   17.26% / 17.26%
370   1.000E-03   1.4414E+03   1.4414E+03   1.4414E+03 / 1.4414E+03   4.8062E-04 / 4.8062E-04   14.29% / 14.29%
380   1.000E-03   1.3379E+04   1.3379E+04   1.3379E+04 / 1.3379E+04   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
390   1.000E-03   4.8672E+03   4.8672E+03   4.8672E+03 / 4.8672E+03   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
400   1.000E-03   1.3137E+03   1.3137E+03   1.3137E+03 / 1.3137E+03   1.5171E-07 / 1.5171E-07   3.57% / 3.57%
410   1.000E-03   9.1704E+02   9.1704E+02   9.1704E+02 / 9.1704E+02   1.9338E-05 / 1.9338E-05   8.33% / 8.33%
420   1.000E-03   7.5060E+02   7.5060E+02   7.5060E+02 / 7.5060E+02   5.8313E-05 / 5.8313E-05   10.12% / 10.12%
430   1.000E-03   6.7979E+02   6.7979E+02   6.7979E+02 / 6.7979E+02   6.0837E-05 / 6.0837E-05   9.52% / 9.52%
440   1.000E-03   6.6343E+02   6.6343E+02   6.6343E+02 / 6.6343E+02   5.8337E-05 / 5.8337E-05   8.93% / 8.93%
450   1.000E-03   8.6273E+02   8.6273E+02   8.6273E+02 / 8.6273E+02   3.1070E-05 / 3.1070E-05   8.93% / 8.93%
460   1.000E-03   6.0285E+02   6.0285E+02   6.0285E+02 / 6.0285E+02   6.3210E-05 / 6.3210E-05   9.52% / 9.52%
470   1.000E-03   5.7117E+02   5.7117E+02   5.7117E+02 / 5.7117E+02   7.5192E-05 / 7.5192E-05   9.52% / 9.52%
480   1.000E-03   5.5858E+02   5.5858E+02   5.5858E+02 / 5.5858E+02   7.7629E-05 / 7.7629E-05   9.52% / 9.52%
